22:53:2,44.9186231562
22:54:1,46.4340694313
22:55:1,45.5785206954
22:56:1,47.610119812
22:57:1,46.430734906
22:58:1,45.1686646978
22:59:1,44.3599901888
23:0:1,42.8366729113
23:1:1,42.6819365786
23:2:2,42.5706522572
23:3:1,42.7224383956
23:4:1,42.3877372098
23:5:2,42.3211136551
23:6:1,42.3499900978
23:7:1,42.4110952596
23:8:2,42.3100829353
23:9:1,42.3657854916
23:10:1,42.5013099904
23:11:2,42.1051735766
23:12:1,42.221322203
23:13:1,42.5499787762
23:14:2,41.3740915687
23:15:1,41.5638659725
23:16:1,41.8872360057
23:17:2,41.3465845721
23:18:1,41.3132915786
23:19:1,41.2797461946
23:20:2,43.5714485711
23:21:1,42.4171159814
23:22:1,41.5474040078
23:23:1,43.4987982539
23:24:1,42.3732484843
23:25:1,41.642688784
23:26:1,41.0624440731
23:27:1,41.4583375013
23:28:1,41.2798525879
23:29:1,42.0327788268
23:30:1,41.5645033889
23:31:1,41.2800752936
23:32:2,41.4087991192
23:33:1,41.3029557685
23:34:1,40.817416797
23:35:2,40.862158789
23:36:1,40.7449577722
23:37:1,40.7895850371
23:38:2,40.7730054404
23:39:1,40.499475402
23:40:1,40.6837220829
23:41:2,40.4829521658
23:42:1,40.2093869888
23:43:1,40.0977891968
23:44:2,39.907901345
23:34:2,45.3002374707
23:47:1,46.9746847773
23:48:27,61.3056290657
23:49:2,64.686075226
23:50:1,68.9251592242
23:51:1,72.2768783364
23:52:2,74.4190058991
23:53:1,75.8365665297
23:54:1,77.173633656
23:55:2,78.213456717
23:56:1,78.4789577474
23:57:2,78.8344641171
23:58:1,79.0512690635
23:59:1,79.451240911
0:0:2,79.5598024669
0:1:1,79.93986341
0:2:1,80.0457893905
0:3:2,80.0243686086
0:4:1,80.0780588023
0:5:1,80.3229283022
0:6:2,80.1401644257
0:7:1,80.0217407296
0:8:1,79.8960112588
0:9:1,80.3431525549
0:10:1,80.3224437915
0:11:1,80.4691299519
0:12:1,80.1474910235
0:13:1,80.3532547233
0:14:2,80.1317283701
0:15:1,80.3770778088
0:16:1,80.45927249
0:17:2,80.387422355
0:18:1,80.7309657705
0:19:1,80.1550592436
0:20:2,80.7663708029
0:21:1,80.5313505256
0:22:1,80.3110045153
0:23:2,80.3324244864
0:24:1,80.1042612192
0:25:1,80.0875320962
0:26:2,79.9521356313
0:27:1,80.1960867936
0:28:1,80.0564629899
0:29:2,79.9862947244
0:30:1,79.8030981126
0:31:1,80.4035532159
0:32:1,79.4300281469
0:33:1,80.1819937799
0:34:2,79.7390358316
0:35:1,79.9436854593
0:36:1,80.1491087732
0:37:2,80.2432414876
0:38:1,79.5739475246
0:39:1,79.4870303653
0:40:2,79.2154536827
0:41:1,79.6971327847
0:42:1,79.6688554083
0:43:2,79.1768214969
0:44:1,80.1584949597
0:45:1,79.2107250257
0:46:2,79.2425429589
0:47:1,79.4003488004
0:48:1,79.7145587584
0:49:2,79.5461472425
0:50:1,79.2507563843
0:51:1,79.5553496757
0:52:2,79.1197944298
0:53:1,79.7989049729
0:54:1,79.727522986
0:55:1,79.2125930802
0:56:1,79.0855902944
0:57:2,79.4639564291
0:58:1,79.3833759203
0:59:1,79.6964493101
1:0:2,79.2172715979
1:1:1,79.3058613574
1:2:1,78.3368661771
1:3:2,78.2928093316
1:4:1,77.9713934354
1:5:1,78.3235058473
1:6:2,77.9571580583
1:7:1,78.190673914
1:8:1,77.8367651458
1:9:2,77.7446145695
1:10:1,78.2159518177
1:11:1,78.4822111731
1:12:2,78.2954225869
1:13:1,78.379930913
1:14:2,78.5199160831
1:15:1,78.7805070613
1:16:1,77.7145720078
1:17:2,78.0931090885
1:18:1,78.0389051759
1:19:1,78.4300787719
1:20:2,77.7579404186
1:21:1,77.7394212398
